0,1,12,5,153,14157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,0.67,1,255,1.00,0.00,1.00,0.16,0.00,0.00,0.00,0.59,normal.
7399,2,20,5,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,1,0.00,0.72,0.95,0.00,0.00,0.00,0.00,0.00,normal.
0,1,24,5,557,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,133,119,0.47,0.04,0.01,0.02,0.01,0.00,0.00,0.00,normal.
0,1,12,5,253,2174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.50,1.00,0.00,1.00,255,248,0.97,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal.
0,1,12,5,145,13187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal.
46,1,12,5,303,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal.
0,1,12,5,315,1282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,0.00,0.00,0.00,0.00,1.00,0.00,0.19,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal.
0,3,6,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,119,119,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,normal.
0,1,9,5,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,25,50,0.12,0.16,0.12,0.04,0.00,0.00,0.00,0.00,normal.
0,1,12,5,233,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal.
8,1,24,5,1778,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,121,162,0.72,0.05,0.01,0.01,0.00,0.00,0.00,0.00,normal.
0,1,12,5,199,420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,33,0.00,0.00,0.00,0.00,1.00,0.00,0.06,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal.
0,1,12,5,329,16151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,34,34,1.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,normal.
0,3,5,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.50,1.00,0.00,255,3,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,normal.
